id,sent_neg,sent_neu,sent_pos,sent_compound,blob_pol,blob_subj
9565,0.0,0.795,0.205,0.2023,0.0,0.0
8863,0.0,1.0,0.0,0.0,0.4,0.7
6070,0.222,0.778,0.0,-0.5719,0.0,0.0
2922,0.19,0.7,0.11,-0.34,0.13333333333333333,0.4166666666666667
1407,0.112,0.888,0.0,-0.2263,0.09285714285714286,0.23095238095238094
9498,0.438,0.562,0.0,-0.8316,0.0,0.0
8165,0.188,0.72,0.092,-0.5267,0.0,0.03333333333333333
8139,0.0,0.833,0.167,0.4215,-0.009595959595959616,0.3717171717171717
296,0.26,0.628,0.112,-0.5106,-0.2,0.8
9739,0.31,0.69,0.0,-0.8442,0.13636363636363635,0.5
4146,0.122,0.878,0.0,-0.3612,-0.25,1.0
5156,0.259,0.741,0.0,-0.5423,0.0,0.0
10497,0.107,0.893,0.0,-0.34,0.16666666666666666,0.2833333333333333
7779,0.0,0.694,0.306,0.765,0.11212121212121212,0.5666666666666667
7586,0.242,0.758,0.0,-0.6249,0.5,0.5
4787,0.424,0.576,0.0,-0.7964,-0.30000000000000004,0.5666666666666668
5534,0.0,1.0,0.0,0.0,0.0,0.0
10200,0.271,0.62,0.109,-0.6369,-0.26666666666666666,0.9666666666666667
8192,0.34,0.66,0.0,-0.5574,0.0,0.0
6766,0.0,0.684,0.316,0.5719,0.0,0.0
7285,0.369,0.631,0.0,-0.6249,0.0,0.0
9039,0.098,0.902,0.0,-0.0516,0.0,0.0
793,0.245,0.755,0.0,-0.3818,0.0,0.0
990,0.0,1.0,0.0,0.0,0.0,0.0
3081,0.209,0.686,0.105,-0.4404,-0.7142857142857143,0.8571428571428571
2596,0.141,0.521,0.339,0.5859,0.275,0.6
8800,0.0,0.828,0.172,0.3612,0.2,0.5
7954,0.0,0.828,0.172,0.3612,0.35,0.55
7047,0.0,0.872,0.128,0.2263,0.024999999999999994,0.45
1567,0.39,0.61,0.0,-0.4939,0.0,0.0
7394,0.276,0.724,0.0,-0.6361,0.1,0.4
10727,0.115,0.6,0.285,0.6858,-0.0625,0.5125
8503,0.722,0.278,0.0,-0.3818,0.0,0.0
5954,0.0,1.0,0.0,0.0,0.0,0.0
6539,0.0,1.0,0.0,0.0,0.0,0.16666666666666666
6051,0.134,0.647,0.22,0.25,-0.3,0.575
6222,0.0,1.0,0.0,0.0,0.0,0.0
10759,0.0,1.0,0.0,0.0,0.0,0.0
6577,0.251,0.749,0.0,-0.6908,0.024999999999999994,0.3666666666666667
428,0.0,0.842,0.158,0.4939,-0.125,0.375
9407,0.0,1.0,0.0,0.0,0.25,0.3333333333333333
1038,0.169,0.526,0.305,0.5994,0.5,0.5
5342,0.124,0.876,0.0,-0.34,0.0,0.0
2926,0.254,0.746,0.0,-0.5267,0.0,0.0
2447,0.115,0.885,0.0,-0.0772,0.03333333333333333,0.06666666666666667
3475,0.249,0.751,0.0,-0.6486,0.0,0.0
8902,0.0,1.0,0.0,0.0,0.0,0.0
8775,0.084,0.753,0.163,0.4404,0.85,1.0
4445,0.0,0.791,0.209,0.4404,0.5,0.5
1525,0.0,1.0,0.0,0.0,0.0,0.0
10389,0.094,0.745,0.161,0.4019,0.3125,0.8625
4486,0.098,0.575,0.327,0.6115,0.13333333333333336,0.7555555555555555
1685,0.313,0.687,0.0,-0.8074,-1.0,1.0
7238,0.212,0.518,0.269,0.0258,-0.012499999999999997,0.3875
8299,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453
4015,0.142,0.625,0.232,0.1491,-0.0625,0.875
3509,0.367,0.633,0.0,-0.7964,0.0,0.0
4331,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453
3086,0.151,0.651,0.199,0.1027,0.10000000000000002,0.3833333333333333
4159,0.356,0.644,0.0,-0.802,0.0,0.06666666666666667
9672,0.0,1.0,0.0,0.0,0.0,0.0
7223,0.0,0.848,0.152,0.3612,0.1,0.4
9335,0.355,0.645,0.0,-0.296,0.0,0.0
5027,0.118,0.882,0.0,-0.34,-0.23055555555555554,0.6555555555555556
10583,0.0,0.856,0.144,0.4019,0.0,0.0
6437,0.153,0.847,0.0,-0.4019,0.0,0.0
1227,0.13,0.778,0.093,-0.25,-0.3333333333333333,0.5
2905,0.25,0.5,0.25,0.0,0.3,0.4611111111111111
4481,0.0,1.0,0.0,0.0,-0.05,0.7
1277,0.0,0.55,0.45,0.8691,0.0,0.265
5051,0.0,1.0,0.0,0.0,0.0,0.0
9783,0.298,0.702,0.0,-0.5267,-0.2,0.0
6998,0.234,0.584,0.182,-0.1779,-0.5,1.0
10259,0.369,0.505,0.126,-0.7761,0.8,0.9
2543,0.217,0.783,0.0,-0.3612,0.0,0.0
4333,0.0,1.0,0.0,0.0,-0.23076923076923078,0.46153846153846156
8929,0.0,0.885,0.115,0.296,0.25,0.25
3433,0.487,0.513,0.0,-0.6908,-0.25,0.39999999999999997
6280,0.0,0.781,0.219,0.6369,0.37083333333333335,0.49583333333333335
8828,0.085,0.748,0.167,0.2184,0.45833333333333337,0.5
10183,0.302,0.698,0.0,-0.5994,-0.8,1.0
3970,0.204,0.694,0.102,-0.3612,0.0,0.41666666666666663
7186,0.0,1.0,0.0,0.0,0.0,0.0
215,0.331,0.536,0.132,-0.743,0.4,0.15
3942,0.608,0.392,0.0,-0.7351,-0.2,0.05
5825,0.09,0.849,0.061,-0.1406,0.04545454545454545,0.23484848484848486
1738,0.0,0.743,0.257,0.5423,0.10972222222222221,0.5194444444444445
4664,0.0,1.0,0.0,0.0,0.0,1.0
8355,0.169,0.619,0.212,0.0772,0.0,0.0
3917,0.0,0.345,0.655,0.6908,0.75,0.65
4687,0.163,0.652,0.185,0.1531,0.0,0.14285714285714285
6660,0.0,1.0,0.0,0.0,0.0,0.0
2974,0.272,0.728,0.0,-0.8481,-0.1,0.2
9525,0.281,0.719,0.0,-0.6908,0.0,0.0
1795,0.146,0.854,0.0,-0.34,0.0,0.0
3225,0.0,1.0,0.0,0.0,0.0,0.0
3874,0.0,1.0,0.0,0.0,0.0,0.0
2351,0.33,0.67,0.0,-0.7506,0.0,0.0
5917,0.149,0.851,0.0,-0.5423,-0.16666666666666666,0.20833333333333334
4456,0.0,1.0,0.0,0.0,0.0,0.0
8027,0.0,0.72,0.28,0.765,0.2,1.0
6191,0.0,1.0,0.0,0.0,0.0,0.0
681,0.176,0.73,0.094,-0.4404,0.0,0.0
5570,0.0,1.0,0.0,0.0,0.375,0.625
1333,0.0,0.717,0.283,0.7845,0.0,0.0
9539,0.403,0.597,0.0,-0.8442,0.0,0.0
3361,0.0,1.0,0.0,0.0,0.0,0.0
6161,0.0,1.0,0.0,0.0,0.0,0.0
10373,0.132,0.868,0.0,-0.4404,0.0,0.0
1468,0.0,1.0,0.0,0.0,0.0,0.0
6101,0.0,0.889,0.111,0.2212,-0.1,1.0
6463,0.144,0.856,0.0,-0.4019,-0.15,0.39999999999999997
5704,0.401,0.599,0.0,-0.7717,-0.2,0.025
8803,0.0,0.874,0.126,0.0772,0.13636363636363635,0.45454545454545453
4791,0.17,0.593,0.237,0.2263,0.15,0.4
4590,0.278,0.722,0.0,-0.743,-0.03333333333333333,0.13333333333333333
9159,0.559,0.441,0.0,-0.9552,-0.1,0.0
10329,0.688,0.312,0.0,-0.296,0.0,0.0
7678,0.22,0.677,0.103,-0.505,0.0,0.0
9964,0.0,1.0,0.0,0.0,0.0,0.0
8550,0.688,0.312,0.0,-0.296,0.0,0.0
9476,0.338,0.662,0.0,-0.6808,0.0,0.0
7923,0.414,0.586,0.0,-0.891,-0.1,0.0
1383,0.0,1.0,0.0,0.0,0.0875,0.3125
4155,0.351,0.517,0.133,-0.7845,0.6,1.0
3597,0.0,0.781,0.219,0.4215,0.09999999999999998,0.6000000000000001
7521,0.0,1.0,0.0,0.0,0.0,0.5
6386,0.0,1.0,0.0,0.0,0.0,0.0
6732,0.095,0.778,0.127,0.186,-0.05714285714285716,0.46785714285714286
3501,0.324,0.676,0.0,-0.34,0.0,0.0
10801,0.0,0.64,0.36,0.5423,0.0,0.0
7117,0.212,0.577,0.212,0.0,-0.1,0.1
2176,0.121,0.72,0.159,0.25,0.55,0.25
4849,0.2,0.8,0.0,-0.4588,0.0,0.0
3052,0.302,0.698,0.0,-0.5994,0.13636363636363635,0.45454545454545453
6789,0.158,0.842,0.0,-0.128,0.0,0.0
6160,0.0,1.0,0.0,0.0,0.0,0.0
10468,0.0,0.787,0.213,0.4019,0.05,0.4
7024,0.0,1.0,0.0,0.0,0.0,0.0
2114,0.778,0.222,0.0,-0.8885,-0.3166666666666667,0.3
8676,0.179,0.821,0.0,-0.5719,0.0,1.0
9830,0.135,0.865,0.0,-0.4215,0.0,1.0
6121,0.0,0.853,0.147,0.4767,-0.1,0.08333333333333334
4987,0.075,0.925,0.0,-0.1779,-0.016666666666666663,0.5777777777777777
422,0.477,0.523,0.0,-0.8481,0.0,0.0
6812,0.208,0.792,0.0,-0.6124,0.1,0.8
5370,0.223,0.777,0.0,-0.5574,0.35,0.55
4562,0.458,0.542,0.0,-0.765,0.0,0.0
996,0.0,0.839,0.161,0.3612,0.25,0.8500000000000001
6026,0.0,1.0,0.0,0.0,0.6,0.9
2025,0.13,0.609,0.261,0.25,0.06666666666666665,0.7999999999999999
8931,0.0,0.769,0.231,0.5423,0.06818181818181818,0.2606060606060606
7163,0.167,0.833,0.0,-0.34,0.0,0.0
246,0.0,1.0,0.0,0.0,0.1,0.3
3253,0.149,0.851,0.0,-0.5423,-0.4124999999999999,0.5208333333333333
738,0.167,0.833,0.0,-0.4588,0.0,0.0
205,0.531,0.469,0.0,-0.8807,-1.0,1.0
1556,0.12,0.787,0.094,-0.1779,0.14305555555555557,0.5277777777777778
6230,0.135,0.865,0.0,-0.1027,-0.14583333333333334,0.2708333333333333
212,0.388,0.612,0.0,-0.8225,-0.2,0.0
5738,0.0,1.0,0.0,0.0,-0.1,0.225
8460,0.161,0.839,0.0,-0.3182,-0.4,0.7
6014,0.0,0.865,0.135,0.4215,0.5,0.95
10503,0.149,0.851,0.0,-0.2732,0.0,1.0
4272,0.221,0.779,0.0,-0.5267,0.3,0.9
10139,0.16,0.691,0.149,-0.0516,0.0,0.0
771,0.0,0.824,0.176,0.4588,0.16666666666666666,0.5
10794,0.0,0.87,0.13,0.0516,0.0,0.0
466,0.0,1.0,0.0,0.0,0.0,0.0
3769,0.185,0.499,0.316,0.3885,0.3,0.55
6565,0.237,0.763,0.0,-0.4215,0.0,0.0
462,0.0,0.631,0.369,0.8231,0.1,0.8
6573,0.206,0.697,0.098,-0.4767,0.10000000000000002,0.5333333333333333
7662,0.402,0.598,0.0,-0.8779,-0.47142857142857136,0.5412698412698412
5949,0.0,1.0,0.0,0.0,0.0,0.0
1387,0.0,0.812,0.188,0.4588,0.19999999999999998,0.45
9110,0.325,0.675,0.0,-0.8271,0.1,0.2
9972,0.0,1.0,0.0,0.0,0.0,0.0
6224,0.0,1.0,0.0,0.0,0.0,0.0
3490,0.235,0.641,0.124,-0.3818,0.5,0.5
6024,0.148,0.852,0.0,-0.3818,0.6,0.9
7160,0.292,0.472,0.236,-0.1531,-0.4,0.6
2799,0.0,1.0,0.0,0.0,0.0,0.0
6541,0.371,0.629,0.0,-0.7096,-0.4,0.6
1825,0.11,0.776,0.114,0.0258,0.1,0.25
2593,0.609,0.391,0.0,-0.7783,0.0,0.0
3152,0.0,1.0,0.0,0.0,0.4,1.0
3344,0.0,1.0,0.0,0.0,0.0,0.0
495,0.0,0.826,0.174,0.2732,0.0,0.0
8670,0.489,0.511,0.0,-0.8225,0.0,0.0
3771,0.162,0.699,0.14,-0.128,0.25,0.6875
8842,0.238,0.538,0.223,-0.0516,0.09999999999999998,0.75
4131,0.0,1.0,0.0,0.0,0.0,0.0
1742,0.0,0.706,0.294,0.3612,0.0,0.0
8393,0.0,1.0,0.0,0.0,0.0,0.0
1594,0.244,0.605,0.152,-0.5767,0.0,0.0
3466,0.31,0.69,0.0,-0.7346,0.5,0.5
7604,0.0,0.691,0.309,0.7717,0.5,0.6
403,0.158,0.566,0.276,0.4019,0.36666666666666664,0.5866666666666667
7270,0.262,0.738,0.0,-0.6901,0.05555555555555556,0.4222222222222222
9580,0.0,1.0,0.0,0.0,-0.05,0.4
3031,0.246,0.754,0.0,-0.7351,0.0,0.0
6028,0.369,0.631,0.0,-0.802,0.3333333333333333,0.6
9532,0.163,0.694,0.142,-0.3818,0.1,0.4
3930,0.484,0.516,0.0,-0.9217,0.0,0.0
4545,0.111,0.766,0.123,0.0772,0.5,0.5
9829,0.237,0.763,0.0,-0.4215,0.0,0.0
4421,0.0,1.0,0.0,0.0,-0.1,0.4
8578,0.107,0.613,0.28,0.5423,0.30476190476190473,0.5238095238095238
9786,0.298,0.702,0.0,-0.5267,-0.2,0.0
8031,0.0,1.0,0.0,0.0,-0.15555555555555559,0.2888888888888889
1750,0.0,1.0,0.0,0.0,-0.051851851851851864,0.09629629629629631
6748,0.096,0.904,0.0,-0.1779,0.0,0.0
4477,0.0,1.0,0.0,0.0,0.0,0.0
3364,0.0,1.0,0.0,0.0,0.0,0.0
9611,0.0,0.856,0.144,0.4019,0.35714285714285715,0.5714285714285714
3957,0.214,0.611,0.175,-0.1298,0.3,0.75
10587,0.481,0.519,0.0,-0.7579,-0.2,0.4
16,0.31,0.69,0.0,-0.5574,0.1,1.0
10214,0.0,1.0,0.0,0.0,0.0,0.0
2812,0.0,1.0,0.0,0.0,0.0,0.0
9778,0.16,0.708,0.132,-0.1531,-0.2,0.0
3190,0.0,0.58,0.42,0.8555,0.2,0.6599999999999999
7544,0.0,1.0,0.0,0.0,0.0,0.0
13,0.169,0.704,0.127,-0.1531,0.5,0.5
4440,0.0,1.0,0.0,0.0,0.0,0.0
5772,0.0,1.0,0.0,0.0,0.16666666666666669,0.3333333333333333
2301,0.141,0.859,0.0,-0.5574,-0.14583333333333331,0.4041666666666667
8582,0.216,0.784,0.0,-0.296,0.0,0.0
9427,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453
7615,0.0,1.0,0.0,0.0,0.0,0.0
110,0.279,0.721,0.0,-0.4767,0.0,0.0
3672,0.401,0.599,0.0,-0.886,-0.07714285714285715,0.5133333333333333
6863,0.367,0.469,0.164,-0.5574,0.0,0.0
5770,0.0,1.0,0.0,0.0,0.11818181818181818,0.7272727272727273
6482,0.252,0.748,0.0,-0.4019,0.0,0.0
498,0.0,0.827,0.173,0.3182,0.0,0.0
4353,0.0,1.0,0.0,0.0,0.5,0.5
2121,0.253,0.747,0.0,-0.6597,0.0,1.0
6607,0.104,0.896,0.0,-0.296,0.0,0.0
5662,0.0,0.913,0.087,0.2732,0.0,0.0
1529,0.114,0.821,0.064,-0.34,0.3,0.45
7607,0.0,1.0,0.0,0.0,0.2,0.3
2564,0.246,0.615,0.138,-0.2732,-0.037500000000000006,0.025
5640,0.0,1.0,0.0,0.0,0.0,0.0
6361,0.0,1.0,0.0,0.0,0.0,0.0
5715,0.298,0.702,0.0,-0.2782,-0.1875,0.5
6600,0.0,0.674,0.326,0.7783,0.5,0.6
3354,0.0,1.0,0.0,0.0,0.0,0.0
10169,0.231,0.769,0.0,-0.5994,-0.35000000000000003,0.7
7428,0.508,0.492,0.0,-0.4767,0.0,0.0
3160,0.0,0.833,0.167,0.6369,0.5,0.65
3754,0.188,0.812,0.0,-0.5719,0.0,0.0
10317,0.269,0.731,0.0,-0.631,-0.5,0.65
2058,0.0,0.708,0.292,0.5106,1.0,1.0
2833,0.0,1.0,0.0,0.0,0.0,0.0
9650,0.192,0.808,0.0,-0.516,0.16,0.5399999999999999
5730,0.129,0.871,0.0,-0.4767,0.1,0.65
405,0.062,0.938,0.0,-0.1531,0.06628787878787878,0.3666666666666667
3645,0.0,1.0,0.0,0.0,0.0,0.0
2098,0.479,0.331,0.19,-0.5413,-0.5,1.0
10774,0.0,1.0,0.0,0.0,0.4,1.0
570,0.148,0.852,0.0,-0.5106,-0.5,0.3
3306,0.0,0.933,0.067,0.0772,0.0,0.05
4683,0.093,0.795,0.113,0.0772,0.0,0.0
7015,0.221,0.779,0.0,-0.6597,0.425,0.525
10595,0.486,0.514,0.0,-0.9349,-0.2,0.0
1528,0.0,1.0,0.0,0.0,-0.05,0.15
319,0.103,0.753,0.144,0.1531,0.25,0.3333333333333333
7934,0.138,0.607,0.255,0.4404,-0.1333333333333333,0.6749999999999999
7011,0.0,0.759,0.241,0.6597,0.4,0.8
3270,0.265,0.735,0.0,-0.5574,-0.25,0.25
4374,0.0,0.738,0.262,0.4939,-0.4,0.9
3546,0.0,0.763,0.237,0.6808,0.5,0.5
6585,0.0,0.561,0.439,0.9141,0.41818181818181815,0.6272727272727273
198,0.205,0.795,0.0,-0.4767,0.0,0.0
838,0.196,0.804,0.0,-0.5267,0.0,0.0
6336,0.0,0.681,0.319,0.8176,0.5357142857142857,0.5738095238095239
1285,0.313,0.687,0.0,-0.743,-0.8,0.9
10795,0.0,1.0,0.0,0.0,0.2,0.1
5665,0.203,0.532,0.266,-0.0258,0.125,0.9259259259259259
1100,0.0,0.704,0.296,0.2732,0.2,0.6
508,0.0,0.796,0.204,0.3182,0.0,0.0
7174,0.0,0.848,0.152,0.3612,0.0,0.0
2332,0.444,0.556,0.0,-0.4939,0.0,0.0
5852,0.167,0.833,0.0,-0.34,-0.6,0.9
4616,0.157,0.843,0.0,-0.3818,0.0,0.06666666666666667
9260,0.0,0.821,0.179,0.5859,0.3,0.5552706552706552
3905,0.433,0.567,0.0,-0.9217,0.0,0.0
3099,0.0,0.756,0.244,0.7003,0.4166666666666667,0.7833333333333333
2512,0.28,0.72,0.0,-0.7034,-0.03571428571428571,0.10714285714285714
2937,0.228,0.47,0.302,0.0258,0.0,0.0
1262,0.198,0.802,0.0,-0.5719,0.0,0.5
6071,0.0,1.0,0.0,0.0,0.0,0.0
374,0.124,0.733,0.143,0.0857,0.1,0.4
3893,0.151,0.849,0.0,-0.4939,0.0,0.0
4935,0.0,1.0,0.0,0.0,0.0,0.0
5022,0.0,0.897,0.103,0.3182,-0.13333333333333333,0.6
3314,0.0,1.0,0.0,0.0,0.0,1.0
6407,0.0,1.0,0.0,0.0,0.0,0.0
10868,0.0,1.0,0.0,0.0,-0.2,0.3
2548,0.32,0.68,0.0,-0.5719,0.0,0.0
1537,0.321,0.326,0.353,0.1027,0.4,0.9
4864,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453
1188,0.0,1.0,0.0,0.0,0.1,0.4
9549,0.0,0.599,0.401,0.854,0.62,0.6799999999999999
4025,0.224,0.776,0.0,-0.3818,0.0,0.0
4506,0.349,0.591,0.059,-0.6597,0.0,0.0
9620,0.295,0.532,0.173,-0.2656,0.5,0.5
10222,0.0,1.0,0.0,0.0,0.0,0.0
3728,0.167,0.833,0.0,-0.4939,0.0,1.0
4903,0.0,0.739,0.261,0.6908,0.5,0.5
1970,0.101,0.672,0.227,0.4588,0.0,0.0
10081,0.484,0.516,0.0,-0.9217,0.0,0.0
7827,0.0,1.0,0.0,0.0,0.0,0.0
3441,0.286,0.714,0.0,-0.5267,-0.25,0.5
7205,0.288,0.548,0.164,-0.6808,0.10000000000000002,0.23333333333333336
3703,0.279,0.721,0.0,-0.7003,-0.16666666666666666,0.43333333333333335
10060,0.0,0.86,0.14,0.4767,0.0,0.0
2927,0.0,0.496,0.504,0.6219,0.2,0.2
587,0.0,1.0,0.0,0.0,0.0,0.0
4318,0.0,0.847,0.153,0.4019,0.012499999999999983,0.36875
7330,0.0,0.803,0.197,0.4019,0.0,0.0
6082,0.281,0.719,0.0,-0.5994,0.0,0.0
824,0.114,0.746,0.14,0.1531,-0.05,0.4
10836,0.0,1.0,0.0,0.0,0.0,1.0
10064,0.484,0.516,0.0,-0.9217,0.0,0.0
3669,0.131,0.713,0.156,0.1901,0.0,0.0
4475,0.0,1.0,0.0,0.0,0.0,0.35714285714285715
4703,0.0,1.0,0.0,0.0,0.0,0.0
8748,0.0,0.355,0.645,0.8442,1.0,1.0
5049,0.0,0.682,0.318,0.4215,0.35,0.65
1838,0.243,0.644,0.114,-0.3818,0.5,0.8888888888888888
2174,0.198,0.802,0.0,-0.4939,0.0,0.0
8337,0.241,0.759,0.0,-0.6597,0.0,0.0
7339,0.205,0.667,0.128,-0.3612,0.0,0.0
4576,0.108,0.788,0.104,-0.0258,0.1,0.1
7747,0.372,0.628,0.0,-0.836,-0.2,0.4
5530,0.0,0.905,0.095,0.2716,0.4666666666666666,0.6666666666666666
10420,0.203,0.69,0.108,-0.296,0.0,0.0
1641,0.0,1.0,0.0,0.0,0.0,0.0
9277,0.099,0.901,0.0,-0.296,0.0,0.0
4089,0.592,0.408,0.0,-0.9652,-0.125,0.0
355,0.109,0.891,0.0,-0.296,0.1,0.4
5746,0.185,0.815,0.0,-0.3612,0.0,0.0
4132,0.0,0.857,0.143,0.3612,0.0,0.0
7253,0.306,0.415,0.279,-0.1779,-0.033333333333333326,0.5166666666666666
7829,0.337,0.492,0.171,-0.5778,-0.18333333333333332,0.3888888888888889
4843,0.159,0.721,0.12,0.0516,0.26666666666666666,0.5
8188,0.0,1.0,0.0,0.0,0.0,0.0
4395,0.114,0.798,0.088,-0.128,0.35,0.5444444444444444
5807,0.0,0.615,0.385,0.8979,0.35,0.55
2779,0.179,0.564,0.256,0.128,-0.4,0.6
2588,0.554,0.446,0.0,-0.7351,0.0,0.0
4733,0.3,0.7,0.0,-0.7717,-0.4,0.6
8382,0.432,0.568,0.0,-0.5859,0.0,0.0
3865,0.239,0.761,0.0,-0.296,0.0,0.0
10453,0.0,0.884,0.116,0.4404,-0.02777777777777779,0.34444444444444444
1393,0.0,1.0,0.0,0.0,-0.07840909090909091,0.45113636363636367
2652,0.0,0.887,0.113,0.4215,0.06874999999999999,0.36041666666666666
7773,0.0,1.0,0.0,0.0,0.0,0.0
6074,0.0,0.769,0.231,0.4939,0.0,0.0
4151,0.346,0.654,0.0,-0.5719,0.0,0.0
4298,0.0,1.0,0.0,0.0,0.05,0.55
10732,0.166,0.514,0.32,0.4019,0.6666666666666666,0.75
8326,0.0,1.0,0.0,0.0,0.1,0.1
4242,0.245,0.755,0.0,-0.5994,0.05,0.25
9491,0.277,0.723,0.0,-0.6808,0.0,0.0
6604,0.177,0.823,0.0,-0.5122,0.0,0.0
10159,0.352,0.648,0.0,-0.8225,-0.9,1.0
4133,0.0,0.806,0.194,0.6486,-0.09375,0.375
3621,0.393,0.402,0.205,-0.6369,0.4,0.8
2047,0.318,0.682,0.0,-0.7603,0.0,0.0
3507,0.235,0.765,0.0,-0.6486,-0.25,0.4
5908,0.182,0.469,0.349,0.4939,0.7,0.35
8434,0.121,0.879,0.0,-0.296,0.0,0.0
7517,0.0,1.0,0.0,0.0,0.0,0.0
218,0.462,0.538,0.0,-0.8221,-1.0,1.0
1785,0.109,0.814,0.077,-0.1779,0.25,0.3
4111,0.0,1.0,0.0,0.0,0.0,0.0
544,0.0,0.813,0.187,0.3182,0.0,0.0
1874,0.108,0.892,0.0,-0.4199,-0.125,0.125
10648,0.127,0.873,0.0,-0.4404,0.0,0.25
8403,0.0,0.536,0.464,0.4939,0.4000000000000001,0.9
8356,0.254,0.462,0.285,-0.0516,0.04999999999999999,0.55
1539,0.0,0.829,0.171,0.5719,0.0,0.06666666666666667
8859,0.146,0.854,0.0,-0.34,0.16,0.5399999999999999
965,0.0,1.0,0.0,0.0,0.06818181818181818,0.37727272727272726
9528,0.296,0.604,0.1,-0.7579,-0.16388888888888892,0.6694444444444444
4296,0.0,0.706,0.294,0.3612,0.6,1.0
4617,0.107,0.782,0.111,0.0258,0.35,0.55
866,0.151,0.849,0.0,-0.1531,0.0,1.0
4074,0.0,1.0,0.0,0.0,0.0,0.0
227,0.279,0.721,0.0,-0.4767,0.0,0.0
6020,0.0,0.794,0.206,0.3818,0.35,0.65
7813,0.3,0.7,0.0,-0.4588,0.0,0.0
6546,0.0,0.915,0.085,0.0772,-0.125,1.0
6236,0.0,0.781,0.219,0.6369,0.37083333333333335,0.49583333333333335
10226,0.0,1.0,0.0,0.0,0.0,0.0
7172,0.0,0.755,0.245,0.5994,0.6,0.95
10106,0.484,0.516,0.0,-0.9217,0.0,0.0
4591,0.126,0.874,0.0,-0.3818,0.0,0.0
9488,0.261,0.398,0.341,0.1027,-0.1,0.1
5131,0.56,0.44,0.0,-0.8481,0.1,0.4
5502,0.0,1.0,0.0,0.0,0.05,0.2
6461,0.185,0.815,0.0,-0.5106,-0.1,0.4
9268,0.192,0.808,0.0,-0.6389,0.0,0.3
58,0.0,1.0,0.0,0.0,0.0,0.0
2233,0.148,0.852,0.0,-0.3818,0.0,0.0
2573,0.165,0.613,0.223,0.4215,0.05,0.35
7231,0.333,0.573,0.094,-0.6808,0.19999999999999998,0.19999999999999998
7359,0.394,0.606,0.0,-0.5994,0.0,0.0
10276,0.411,0.331,0.258,-0.3182,0.6,1.0
9444,0.189,0.811,0.0,-0.4215,0.1,0.4
5797,0.215,0.73,0.056,-0.5719,0.0,0.0
1189,0.337,0.663,0.0,-0.6808,0.2,0.1
10345,0.162,0.838,0.0,-0.4404,0.0,0.0
4003,0.804,0.196,0.0,-0.6249,0.0,0.0
2024,0.302,0.698,0.0,-0.5994,0.25,0.5
3566,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453
5261,0.39,0.61,0.0,-0.4939,-0.1,0.6
2348,0.203,0.633,0.165,-0.1531,0.0,0.0
903,0.0,0.838,0.162,0.4019,0.35714285714285715,0.5714285714285714
7863,0.333,0.667,0.0,-0.7579,-0.12121212121212122,0.6515151515151515
9079,0.252,0.631,0.117,-0.4588,-0.08333333333333334,0.30000000000000004
3541,0.0,1.0,0.0,0.0,-0.03333333333333333,0.4000000000000001
4649,0.0,1.0,0.0,0.0,0.0,0.0
7137,0.184,0.816,0.0,-0.5574,-0.03333333333333333,0.06666666666666667
3818,0.268,0.732,0.0,-0.6705,-0.4,0.6
1040,0.131,0.708,0.161,0.1406,0.0,0.0
5877,0.384,0.616,0.0,-0.6808,0.0,0.0
7429,0.479,0.521,0.0,-0.8479,-0.5,0.9166666666666666
10396,0.0,1.0,0.0,0.0,0.1,0.4
8733,0.0,0.696,0.304,0.8074,0.44375,0.5875
6304,0.0,1.0,0.0,0.0,0.0,0.0
6825,0.208,0.792,0.0,-0.6124,0.1,0.8
3954,0.208,0.792,0.0,-0.6124,0.21666666666666667,0.4444444444444445
1397,0.112,0.888,0.0,-0.2263,0.09285714285714286,0.23095238095238094
1548,0.144,0.856,0.0,-0.4939,0.0,0.0
203,0.519,0.481,0.0,-0.9186,0.0,0.8500000000000001
4483,0.131,0.738,0.132,0.0052,0.25,0.65
8019,0.0,1.0,0.0,0.0,0.0,0.0
10059,0.0,1.0,0.0,0.0,-0.05,0.2
3529,0.464,0.536,0.0,-0.7783,0.0,0.0
6658,0.349,0.605,0.046,-0.8591,-0.038461538461538464,0.1346153846153846
5745,0.139,0.861,0.0,-0.4995,0.0,0.0
9687,0.0,0.802,0.198,0.4939,0.16666666666666666,0.3
351,0.0,0.824,0.176,0.4576,0.325,0.325
9870,0.531,0.469,0.0,-0.5267,0.0,0.0
8189,0.0,1.0,0.0,0.0,0.1,0.30000000000000004
388,0.109,0.891,0.0,-0.296,0.1,0.4
6870,0.332,0.575,0.093,-0.8176,0.0,0.375
5758,0.226,0.774,0.0,-0.5423,0.0,0.0
3057,0.0,1.0,0.0,0.0,0.0,0.0
8388,0.317,0.391,0.291,-0.1531,0.13333333333333333,0.8666666666666667
5922,0.316,0.684,0.0,-0.8074,0.2857142857142857,0.5357142857142857
3995,0.203,0.797,0.0,-0.4215,-0.1,0.1
3867,0.0,1.0,0.0,0.0,0.0,0.0
